nuc_id,geometry_nuc,hospital_id,geometry_hospital,distance,CDTNUCLEO,CMUN,CODIGO
Alameda del Valle,POINT (428892.98801704025 4530181.450595404),Hospital de El Escorial,POINT (405350 4495659),41786.02493516956,0030101,3,CH0027
"Alameda y El Quejigal, La",POINT (492002.9747924008 4453578.18776218),Hospital Universitario del Sureste,POINT (461175 4460808),31664.399801591455,0250201,25,CH0100
"Alameda y El Quejigal, La",POINT (492002.9747924008 4453578.18776218),HM Vallés,POINT (468864 4481428),36208.06810816021,0250201,25,CH0109
"Alameda y El Quejigal, La",POINT (492002.9747924008 4453578.18776218),Hospital Universitario Príncipe de Asturias,POINT (470500 4484537),37693.84538753237,0250201,25,CH0044
"Alameda y El Quejigal, La",POINT (492002.9747924008 4453578.18776218),Hospital Universitario Rivas,POINT (455440.1119965698 4466009.00908506),38618.23733144904,0250201,25,
"Alameda y El Quejigal, La",POINT (492002.9747924008 4453578.18776218),Hospital Universitario de Torrejón,POINT (462980 4479426),38864.411268947726,0250201,25,CH0104
"Alameda y El Quejigal, La",POINT (492002.9747924008 4453578.18776218),Hospital Quirónsalud Valle del Henares,POINT (462638 4479586),39226.369217097,0250201,25,
Alamín,POINT (388812.91153604107 4454745.943833654),Hospital Virgen de La Poveda,POINT (391441 4456002),2912.8209810096996,1710101,171,CH0045
Alamín,POINT (388812.91153604107 4454745.943833654),Hospital Casaverde de Madrid,POINT (414487 4460030),26212.21219249322,1710101,171,CH0108
Alamín,POINT (388812.91153604107 4454745.943833654),Hospital los Madrońos,POINT (415240 4472549),31864.397272567207,1710101,171,CH0088
Alamín,POINT (388812.91153604107 4454745.943833654),Hospital  Universitario de Móstoles,POINT (425435 4463137),37571.09510047332,1710101,171,CH0032
Alamín,POINT (388812.91153604107 4454745.943833654),Hospital Rey Juan Carlos,POINT (426034 4465740),38810.80645169115,1710101,171,CH0105
Alamín,POINT (388812.91153604107 4454745.943833654),HM Universitario Puerta del Sur,POINT (426897 4463003),38968.92057351404,1710101,171,CH0107
Alarilla,POINT (488685.3045975737 4436932.491944945),Hospital Universitario del Sureste,POINT (461175 4460808),36426.04485719334,0600201,60,CH0100
Alarilla,POINT (488685.3045975737 4436932.491944945),Hospital Universitario del Tajo,POINT (447884 4434228),40890.83923746569,0600201,60,CH0099
Alarilla,POINT (488685.3045975737 4436932.491944945),Centro San Juan de Dios,POINT (447682 4445737),41937.93449864847,0600201,60,CH0004
Alarilla,POINT (488685.3045975737 4436932.491944945),Hnas.Hosp.Sgdo.Corazón de Jesús Comp.Asisten. Benito Menni,POINT (447288 4445263),42227.1736255178,0600201,60,CH0047
Alarilla,POINT (488685.3045975737 4436932.491944945),Hospital Universitario Rivas,POINT (455440.1119965698 4466009.00908506),44166.578768082414,0600201,60,
Alarilla,POINT (488685.3045975737 4436932.491944945),HM Vallés,POINT (468864 4481428),48710.721130231934,0600201,60,CH0109
Alcamar,POINT (467258.338780599 4487045.226216615),Hospital Universitario Príncipe de Asturias,POINT (470500 4484537),4098.72738970086,0320301,32,CH0044
Alcamar,POINT (467258.338780599 4487045.226216615),HM Vallés,POINT (468864 4481428),5842.206631069904,0320301,32,CH0109
Alcamar,POINT (467258.338780599 4487045.226216615),Hospital Universitario de Torrejón,POINT (462980 4479426),8738.237285719211,0320301,32,CH0104
Alcamar,POINT (467258.338780599 4487045.226216615),Hospital Quirónsalud Valle del Henares,POINT (462638 4479586),8774.257016873069,0320301,32,
Alcamar,POINT (467258.338780599 4487045.226216615),Hospital Monográfico Asepeyo,POINT (454923 4476355),16323.036463677836,0320301,32,CH0042
Alcamar,POINT (467258.338780599 4487045.226216615),Hospital Universitario Henares,POINT (454788 4474348),17796.879021300654,0320301,32,CH0096
"Alcor, El",POINT (405746.46069428517 4488985.928883041),Hospital de El Escorial,POINT (405350 4495659),6684.838009563292,0540101,54,CH0027
"Alcor, El",POINT (405746.46069428517 4488985.928883041),Hospital Guadarrama,POINT (408177 4502667),13895.295183043343,0540101,54,CH0043
"Alcor, El",POINT (405746.46069428517 4488985.928883041),Hospital Casta Guadarrama,POINT (406611 4503728),14767.399535077093,0540101,54,CH0103
"Alcor, El",POINT (405746.46069428517 4488985.928883041),Hospital General de Villalba,POINT (415357 4500859),15275.217952456513,0540101,54,CH0106
"Alcor, El",POINT (405746.46069428517 4488985.928883041),Hospital Universitario HM Torrelodones,POINT (421655 4491526),16110.046062028556,0540101,54,CH0087
"Alcor, El",POINT (405746.46069428517 4488985.928883041),Hospital los Madrońos,POINT (415240 4472549),18981.56789243998,0540101,54,CH0088
Aldea del Fresno,POINT (398178.52830177086 4464146.181657052),Hospital Virgen de La Poveda,POINT (391441 4456002),10569.861989648689,0080101,8,CH0045
Aldea del Fresno,POINT (398178.52830177086 4464146.181657052),Hospital Casaverde de Madrid,POINT (414487 4460030),16819.90489169869,0080101,8,CH0108
Aldea del Fresno,POINT (398178.52830177086 4464146.181657052),Hospital los Madrońos,POINT (415240 4472549),19018.442959770997,0080101,8,CH0088
Aldea del Fresno,POINT (398178.52830177086 4464146.181657052),Hospital  Universitario de Móstoles,POINT (425435 4463137),27275.147974911077,0080101,8,CH0032
Aldea del Fresno,POINT (398178.52830177086 4464146.181657052),Hospital Rey Juan Carlos,POINT (426034 4465740),27901.03153005572,0080101,8,CH0105
Aldea del Fresno,POINT (398178.52830177086 4464146.181657052),HM Universitario Puerta del Sur,POINT (426897 4463003),28741.2157185984,0080101,8,CH0107
Alderete,POINT (408825.86242969794 4500783.135023085),Hospital Guadarrama,POINT (408177 4502667),1992.478281919017,0680601,68,CH0043
Alderete,POINT (408825.86242969794 4500783.135023085),Hospital Casta Guadarrama,POINT (406611 4503728),3684.8127923607854,0680601,68,CH0103
Alderete,POINT (408825.86242969794 4500783.135023085),Hospital de El Escorial,POINT (405350 4495659),6191.799364077948,0680601,68,CH0027
Alderete,POINT (408825.86242969794 4500783.135023085),Hospital General de Villalba,POINT (415357 4500859),6531.578175061013,0680601,68,CH0106
Alderete,POINT (408825.86242969794 4500783.135023085),Hospital de La Fuenfría,POINT (409318 4512764),11990.968475613707,0680601,68,CH0028
Alderete,POINT (408825.86242969794 4500783.135023085),Hospital Universitario HM Torrelodones,POINT (421655 4491526),15820.28190751891,0680601,68,CH0087
Algete,POINT (457588.24219354865 4494346.2583264),Hospital Universitario Infanta Sofía,POINT (448317 4489868),10296.15119592794,0090101,9,CH0097
Algete,POINT (457588.24219354865 4494346.2583264),Hospital de Emergencias Enfermera Isabel Zendal,POINT (448562 4481662),15568.02676730251,0090101,9,
Algete,POINT (457588.24219354865 4494346.2583264),Hospital Quirónsalud Valle del Henares,POINT (462638 4479586),15600.169222347526,0090101,9,
Algete,POINT (457588.24219354865 4494346.2583264),Hospital Universitario de Torrejón,POINT (462980 4479426),15864.588263486063,0090101,9,CH0104
Algete,POINT (457588.24219354865 4494346.2583264),Hospital Universitario Príncipe de Asturias,POINT (470500 4484537),16215.27176973937,0090101,9,CH0044
Algete,POINT (457588.24219354865 4494346.2583264),HM Vallés,POINT (468864 4481428),17147.131313935675,0090101,9,CH0109
"Almendros, Los",POINT (371304.2895142763 4458110.636407598),Hospital Virgen de La Poveda,POINT (391441 4456002),20246.81349460457,0370201,37,CH0045
"Almendros, Los",POINT (371304.2895142763 4458110.636407598),Hospital Casaverde de Madrid,POINT (414487 4460030),43225.3448973362,0370201,37,CH0108
"Almendros, Los",POINT (371304.2895142763 4458110.636407598),Hospital los Madrońos,POINT (415240 4472549),46247.30261444155,0370201,37,CH0088
"Almendros, Los",POINT (371304.2895142763 4458110.636407598),Hospital de El Escorial,POINT (405350 4495659),50685.20504984607,0370201,37,CH0027
"Almendros, Los",POINT (371304.2895142763 4458110.636407598),Hospital  Universitario de Móstoles,POINT (425435 4463137),54363.57372958718,0370201,37,CH0032
"Almendros, Los",POINT (371304.2895142763 4458110.636407598),Hospital Rey Juan Carlos,POINT (426034 4465740),55258.92143967527,0370201,37,CH0105
Alpedrete,POINT (412673.7508733959 4501372.458859273),Hospital General de Villalba,POINT (415357 4500859),2731.9344566786244,0100101,10,CH0106
Alpedrete,POINT (412673.7508733959 4501372.458859273),Hospital Guadarrama,POINT (408177 4502667),4679.380854602539,0100101,10,CH0043
Alpedrete,POINT (412673.7508733959 4501372.458859273),Hospital Casta Guadarrama,POINT (406611 4503728),6504.269537659005,0100101,10,CH0103
Alpedrete,POINT (412673.7508733959 4501372.458859273),Hospital de El Escorial,POINT (405350 4495659),9288.753360498638,0100101,10,CH0027
Alpedrete,POINT (412673.7508733959 4501372.458859273),Hospital de La Fuenfría,POINT (409318 4512764),11875.53255585482,0100101,10,CH0028
Alpedrete,POINT (412673.7508733959 4501372.458859273),Hospital Universitario HM Torrelodones,POINT (421655 4491526),13327.249826632933,0100101,10,CH0087
Ambite,POINT (484516.52849183703 4464260.366694398),HM Vallés,POINT (468864 4481428),23232.074412401864,0110101,11,CH0109
Ambite,POINT (484516.52849183703 4464260.366694398),Hospital Universitario del Sureste,POINT (461175 4460808),23595.461176417597,0110101,11,CH0100
Ambite,POINT (484516.52849183703 4464260.366694398),Hospital Universitario Príncipe de Asturias,POINT (470500 4484537),24649.64359118238,0110101,11,CH0044
Ambite,POINT (484516.52849183703 4464260.366694398),Hospital Universitario de Torrejón,POINT (462980 4479426),26340.434564366737,0110101,11,CH0104
Ambite,POINT (484516.52849183703 4464260.366694398),Hospital Quirónsalud Valle del Henares,POINT (462638 4479586),26712.263947218984,0110101,11,
Ambite,POINT (484516.52849183703 4464260.366694398),Hospital Universitario Rivas,POINT (455440.1119965698 4466009.00908506),29128.950314363694,0110101,11,
Anchuelo,POINT (477244.5312911524 4479588.887058901),Hospital Universitario Príncipe de Asturias,POINT (470500 4484537),8364.95810002708,0120101,12,CH0044
Anchuelo,POINT (477244.5312911524 4479588.887058901),HM Vallés,POINT (468864 4481428),8579.955776815152,0120101,12,CH0109
Anchuelo,POINT (477244.5312911524 4479588.887058901),Hospital Universitario de Torrejón,POINT (462980 4479426),14265.461266647619,0120101,12,CH0104
Anchuelo,POINT (477244.5312911524 4479588.887058901),Hospital Quirónsalud Valle del Henares,POINT (462638 4479586),14606.53157647371,0120101,12,
Anchuelo,POINT (477244.5312911524 4479588.887058901),Hospital Monográfico Asepeyo,POINT (454923 4476355),22554.573476162685,0120101,12,CH0042
Anchuelo,POINT (477244.5312911524 4479588.887058901),Hospital Universitario Henares,POINT (454788 4474348),23059.980372816015,0120101,12,CH0096
Aoslos,POINT (449789.6564530108 4544988.082571984),Hospital de La Fuenfría,POINT (409318 4512764),51733.41737848555,0700201,70,CH0028
Aoslos,POINT (449789.6564530108 4544988.082571984),Hospital Universitario Infanta Sofía,POINT (448317 4489868),55139.75172025132,0700201,70,CH0097
Aoslos,POINT (449789.6564530108 4544988.082571984),Hospital General de Villalba,POINT (415357 4500859),55973.06279860048,0700201,70,CH0106
Aoslos,POINT (449789.6564530108 4544988.082571984),Hospital Hestia Madrid,POINT (440600 4487873),57849.65378400241,0700201,70,CH0072
Aoslos,POINT (449789.6564530108 4544988.082571984),Hospital de Cantoblanco,POINT (441166 4487703),57930.5457932049,0700201,70,CH0025
Aoslos,POINT (449789.6564530108 4544988.082571984),Hospital Dr. R. Lafora,POINT (441321 4487049),58554.72168324543,0700201,70,CH0046
Arco Iris,POINT (422855.5030139798 4470585.998937902),Hospital Rey Juan Carlos,POINT (426034 4465740),5795.390305776401,1810701,181,CH0105
Arco Iris,POINT (422855.5030139798 4470585.998937902),Hospital Universitario Montepríncipe,POINT (428369 4474106),6541.334458046339,1810701,181,CH0081
Arco Iris,POINT (422855.5030139798 4470585.998937902),Hospital Quirónsalud Sur,POINT (427906 4466166),6711.476023711484,1810701,181,CH0084
Arco Iris,POINT (422855.5030139798 4470585.998937902),Hospital Universitario Fundación Alcorcón,POINT (428964 4466890),7139.617887337575,1810701,181,CH0080
Arco Iris,POINT (422855.5030139798 4470585.998937902),Hospital los Madrońos,POINT (415240 4472549),7864.4300064107265,1810701,181,CH0088
Arco Iris,POINT (422855.5030139798 4470585.998937902),Hospital  Universitario de Móstoles,POINT (425435 4463137),7882.981027362233,1810701,181,CH0032
"Arreturas, Las",POINT (441307.32379066775 4518816.446785857),Hospital Universitario Infanta Sofía,POINT (448317 4489868),29785.032010613504,0940201,94,CH0097
"Arreturas, Las",POINT (441307.32379066775 4518816.446785857),Hospital Hestia Madrid,POINT (440600 4487873),30951.529944964055,0940201,94,CH0072
"Arreturas, Las",POINT (441307.32379066775 4518816.446785857),Hospital de Cantoblanco,POINT (441166 4487703),31113.767745327183,0940201,94,CH0025
"Arreturas, Las",POINT (441307.32379066775 4518816.446785857),Hospital General de Villalba,POINT (415357 4500859),31557.712209654575,0940201,94,CH0106
"Arreturas, Las",POINT (441307.32379066775 4518816.446785857),Hospital Dr. R. Lafora,POINT (441321 4487049),31767.449729730524,0940201,94,CH0046
"Arreturas, Las",POINT (441307.32379066775 4518816.446785857),Hospital de La Fuenfría,POINT (409318 4512764),32556.857168341852,0940201,94,CH0028
"Arroyadas, Las",POINT (429836.80625915655 4450565.259716274),Hospital Universitario Infanta Cristina,POINT (433368 4452286),3928.139045325231,0500501,50,CH0098
"Arroyadas, Las",POINT (429836.80625915655 4450565.259716274),Hospital Universitario Fuenlabrada,POINT (430767 4459818),9299.379718754699,0500501,50,CH0086
"Arroyadas, Las",POINT (429836.80625915655 4450565.259716274),Hospital Infanta Elena,POINT (440618 4449992),10796.423721765681,0500501,50,CH0095
"Arroyadas, Las",POINT (429836.80625915655 4450565.259716274),HM Universitario Puerta del Sur,POINT (426897 4463003),12780.447731076996,0500501,50,CH0107
"Arroyadas, Las",POINT (429836.80625915655 4450565.259716274),Hospital  Universitario de Móstoles,POINT (425435 4463137),13320.080784462361,0500501,50,CH0032
"Arroyadas, Las",POINT (429836.80625915655 4450565.259716274),Hospital Universitario Severo Ochoa,POINT (434640 4463626),13915.94793289394,0500501,50,CH0052
Arroyomolinos,POINT (422426.8517065508 4457794.336645919),Hospital  Universitario de Móstoles,POINT (425435 4463137),6131.313714891974,0150101,15,CH0032
Arroyomolinos,POINT (422426.8517065508 4457794.336645919),HM Universitario Puerta del Sur,POINT (426897 4463003),6863.847295910226,0150101,15,CH0107
Arroyomolinos,POINT (422426.8517065508 4457794.336645919),Hospital Casaverde de Madrid,POINT (414487 4460030),8248.602048517003,0150101,15,CH0108
Arroyomolinos,POINT (422426.8517065508 4457794.336645919),Hospital Universitario Fuenlabrada,POINT (430767 4459818),8582.149318636577,0150101,15,CH0086
Arroyomolinos,POINT (422426.8517065508 4457794.336645919),Hospital Rey Juan Carlos,POINT (426034 4465740),8726.115111968256,0150101,15,CH0105
Arroyomolinos,POINT (422426.8517065508 4457794.336645919),Hospital Quirónsalud Sur,POINT (427906 4466166),10005.289267965802,0150101,15,CH0084
"Arroyuelos, Los",POINT (417236.2052272526 4506558.404227815),Hospital General de Villalba,POINT (415357 4500859),6001.218279496667,0900301,90,CH0106
"Arroyuelos, Los",POINT (417236.2052272526 4506558.404227815),Hospital Guadarrama,POINT (408177 4502667),9859.626068656704,0900301,90,CH0043
"Arroyuelos, Los",POINT (417236.2052272526 4506558.404227815),Hospital de La Fuenfría,POINT (409318 4512764),10060.188512580446,0900301,90,CH0028
"Arroyuelos, Los",POINT (417236.2052272526 4506558.404227815),Hospital Casta Guadarrama,POINT (406611 4503728),10995.73436447368,0900301,90,CH0103
"Arroyuelos, Los",POINT (417236.2052272526 4506558.404227815),Hospital Universitario HM Torrelodones,POINT (421655 4491526),15668.405282991596,0900301,90,CH0087
"Arroyuelos, Los",POINT (417236.2052272526 4506558.404227815),Hospital de El Escorial,POINT (405350 4495659),16126.961500098865,0900301,90,CH0027
Asociación Deportivo - Cultural Daganzo,POINT (460455.5605361321 4490962.393670001),Hospital Quirónsalud Valle del Henares,POINT (462638 4479586),11583.841113736344,0530201,53,
Asociación Deportivo - Cultural Daganzo,POINT (460455.5605361321 4490962.393670001),Hospital Universitario de Torrejón,POINT (462980 4479426),11809.368040499647,0530201,53,CH0104
Asociación Deportivo - Cultural Daganzo,POINT (460455.5605361321 4490962.393670001),Hospital Universitario Príncipe de Asturias,POINT (470500 4484537),11923.776581175827,0530201,53,CH0044
Asociación Deportivo - Cultural Daganzo,POINT (460455.5605361321 4490962.393670001),Hospital Universitario Infanta Sofía,POINT (448317 4489868),12187.795099782465,0530201,53,CH0097
Asociación Deportivo - Cultural Daganzo,POINT (460455.5605361321 4490962.393670001),HM Vallés,POINT (468864 4481428),12712.455186630468,0530201,53,CH0109
Asociación Deportivo - Cultural Daganzo,POINT (460455.5605361321 4490962.393670001),Hospital de Emergencias Enfermera Isabel Zendal,POINT (448562 4481662),15098.14904694063,0530201,53,
"Asperilla, La",POINT (449216.0176338594 4525541.317702822),Hospital Universitario Infanta Sofía,POINT (448317 4489868),35684.64415729112,0300201,30,CH0097
"Asperilla, La",POINT (449216.0176338594 4525541.317702822),Hospital Hestia Madrid,POINT (440600 4487873),38641.142819897796,0300201,30,CH0072
"Asperilla, La",POINT (449216.0176338594 4525541.317702822),Hospital de Cantoblanco,POINT (441166 4487703),38685.15310148287,0300201,30,CH0025
"Asperilla, La",POINT (449216.0176338594 4525541.317702822),Hospital Dr. R. Lafora,POINT (441321 4487049),39293.63594240122,0300201,30,CH0046
"Asperilla, La",POINT (449216.0176338594 4525541.317702822),Hospital de La Fuenfría,POINT (409318 4512764),41894.0527854565,0300201,30,CH0028
"Asperilla, La",POINT (449216.0176338594 4525541.317702822),Hospital General de Villalba,POINT (415357 4500859),41900.47591988738,0300201,30,CH0106
Atalaya Real,POINT (448078.80088283285 4512554.452059008),Hospital Universitario Infanta Sofía,POINT (448317 4489868),22687.702524607812,1080101,108,CH0097
Atalaya Real,POINT (448078.80088283285 4512554.452059008),Hospital Hestia Madrid,POINT (440600 4487873),25789.659524433053,1080101,108,CH0072
Atalaya Real,POINT (448078.80088283285 4512554.452059008),Hospital de Cantoblanco,POINT (441166 4487703),25794.989542290507,1080101,108,CH0025
Atalaya Real,POINT (448078.80088283285 4512554.452059008),Hospital Dr. R. Lafora,POINT (441321 4487049),26385.52553022928,1080101,108,CH0046
Atalaya Real,POINT (448078.80088283285 4512554.452059008),Hospital la Moraleja,POINT (443855 4482605),30245.829010504058,1080101,108,CH0089
Atalaya Real,POINT (448078.80088283285 4512554.452059008),Hospital Universitario Madrid Sanchinarro,POINT (443522 4482325),30570.969989087036,1080101,108,CH0093
"Atazar, El",POINT (460331.26781586645 4531576.200255238),Hospital Universitario Infanta Sofía,POINT (448317 4489868),43404.10809684306,0160101,16,CH0097
"Atazar, El",POINT (460331.26781586645 4531576.200255238),Hospital de Cantoblanco,POINT (441166 4487703),47876.56202245669,0160101,16,CH0025
"Atazar, El",POINT (460331.26781586645 4531576.200255238),Hospital Hestia Madrid,POINT (440600 4487873),47950.93995085937,0160101,16,CH0072
"Atazar, El",POINT (460331.26781586645 4531576.200255238),Hospital Universitario Príncipe de Asturias,POINT (470500 4484537),48125.767265416755,0160101,16,CH0044
"Atazar, El",POINT (460331.26781586645 4531576.200255238),Hospital Dr. R. Lafora,POINT (441321 4487049),48415.51244178951,0160101,16,CH0046
"Atazar, El",POINT (460331.26781586645 4531576.200255238),HM Vallés,POINT (468864 4481428),50868.944429441886,0160101,16,CH0109
"Avalón, El",POINT (457155.8650668454 4481401.286584131),Hospital Monográfico Asepeyo,POINT (454923 4476355),5518.214810599816,1040301,104,CH0042
"Avalón, El",POINT (457155.8650668454 4481401.286584131),Hospital Quirónsalud Valle del Henares,POINT (462638 4479586),5774.865263176428,1040301,104,
"Avalón, El",POINT (457155.8650668454 4481401.286584131),Hospital Universitario de Torrejón,POINT (462980 4479426),6149.984130795913,1040301,104,CH0104
"Avalón, El",POINT (457155.8650668454 4481401.286584131),Hospital Universitario Henares,POINT (454788 4474348),7440.136867872454,1040301,104,CH0096
"Avalón, El",POINT (457155.8650668454 4481401.286584131),Hospital de Emergencias Enfermera Isabel Zendal,POINT (448562 4481662),8597.818808997963,1040301,104,
"Avalón, El",POINT (457155.8650668454 4481401.286584131),Clínica Universidad de Navarra,POINT (447016 4477679),10801.494386807593,1040301,104,CH0110
Balcón de Tajo - Urtajo,POINT (457739.1178467726 4436089.085272296),Hospital Universitario del Tajo,POINT (447884 4434228),10029.306365075008,0430401,43,CH0099
Balcón de Tajo - Urtajo,POINT (457739.1178467726 4436089.085272296),Hnas.Hosp.Sgdo.Corazón de Jesús Comp.Asisten. Benito Menni,POINT (447288 4445263),13906.350192566955,0430401,43,CH0047
Balcón de Tajo - Urtajo,POINT (457739.1178467726 4436089.085272296),Centro San Juan de Dios,POINT (447682 4445737),13936.566219012246,0430401,43,CH0004
Balcón de Tajo - Urtajo,POINT (457739.1178467726 4436089.085272296),Hospital Infanta Elena,POINT (440618 4449992),22055.01562567741,0430401,43,CH0095
Balcón de Tajo - Urtajo,POINT (457739.1178467726 4436089.085272296),Hospital Universitario del Sureste,POINT (461175 4460808),24956.562894083632,0430401,43,CH0100
Balcón de Tajo - Urtajo,POINT (457739.1178467726 4436089.085272296),Hospital Universitario Infanta Cristina,POINT (433368 4452286),29262.457719709426,0430401,43,CH0098
"Barrancos, Los",POINT (404717.7514576212 4484747.250551513),Hospital de El Escorial,POINT (405350 4495659),10930.050971788181,0950201,95,CH0027
"Barrancos, Los",POINT (404717.7514576212 4484747.250551513),Hospital de El Escorial,POINT (405350 4495659),10930.050971788181,1220301,122,CH0027
"Barrancos, Los",POINT (404717.7514576212 4484747.250551513),Hospital los Madrońos,POINT (415240 4472549),16109.47022422181,0950201,95,CH0088
"Barrancos, Los",POINT (404717.7514576212 4484747.250551513),Hospital los Madrońos,POINT (415240 4472549),16109.47022422181,1220301,122,CH0088
"Barrancos, Los",POINT (460023.42285490525 4501840.149996668),Hospital Universitario Infanta Sofía,POINT (448317 4489868),16744.333716232723,0950201,95,CH0097
"Barrancos, Los",POINT (460023.42285490525 4501840.149996668),Hospital Universitario Infanta Sofía,POINT (448317 4489868),16744.333716232723,1220301,122,CH0097
"Barrancos, Los",POINT (404717.7514576212 4484747.250551513),Hospital Universitario HM Torrelodones,POINT (421655 4491526),18243.40517205243,0950201,95,CH0087
"Barrancos, Los",POINT (404717.7514576212 4484747.250551513),Hospital Universitario HM Torrelodones,POINT (421655 4491526),18243.40517205243,1220301,122,CH0087
"Barrancos, Los",POINT (404717.7514576212 4484747.250551513),Hospital Guadarrama,POINT (408177 4502667),18250.58412145994,0950201,95,CH0043
